164	649
164	425
164	136
164	607
164	193
164	426
164	242
164	380
164	185
164	562
164	112
164	215
164	401
164	293
164	608
164	585
164	121
164	379
164	312
164	292
164	559
164	560
164	561
164	287
164	184
164	173
164	647
164	313
164	149
164	142
164	345
164	534
164	448
164	455
164	44
164	100
164	526 
164	417
164	343
164	283
164	584
164	486
164	187
164	47
164	48
164	594
164	406
164	671
164	154
164	595
164	433
164	432
164	55
164	428
164	153
164	56
164	20
164	407
164	430
164	13
164	7
164	285
164	596
164	670
164	537
164	463
164	350
164	456
164	99
164	23
164	128
164	538
164	518
164	472
164	580
164	542
164	334
164	163
164	232
164	333
164	543
164	653
164	471
164	501
164	126
164	396
164	530
164	329
164	437
164	418
164	328
164	94
164	179
164	419
164	529
164	577
164	353
164	93
164	152
164	597
164	491
164	431
164	547
164	125
164	575
164	175
164	150
164	624
164	130
164	664
164	623
164	403
164	268
164	383
164	200
164	224
164	412
164	354
164	434
164	106
164	201
164	355
164	19
164	294
164	598
164	241
164	311
164	447
164	410
164	253
164	520
164	470
164	481
164	344
164	252
164	531
164	654
164	574
164	273
164	63
164	92
164	324
164	442
164	630
164	67
164	641
164	282
164	91
164	382
164	409
164	9
164	321
164	357
164	440
164	358
164	90
164	89
164	205
164	663
164	502
164	568
164	87
164	616
164	514
164	124
164	68
164	169
164	636
164	26
164	86
164	69
164	503
164	84
164	275
164	177
164	461
164	30
164	509
164	284
164	475
164	134
164	484
164	361
164	452
164	466
164	615
164	168
164	212
164	363
164	603
164	480
164	37
164	390
164	77
164	422
164	507
164	75
164	646
164	460
164	459
164	548
164	219
164	306
164	146
164	586
164	247
164	122
164	506
164	213
164	43
164	468
164	157
164	553
164	178
164	564
164	70
164	72
164	73
164	237
164	272
164	458
466	287
466	279
466	78
466	655
466	313
466	19
466	61
466	602
466	355
466	224
466	85
466	187
466	241
466	593
466	496
466	662
466	447
466	47
466	534
466	48
466	517
466	665
466	49
466	113
466	253
466	92
466	428
466	41
466	119
466	298
466	535
466	506
466	548
466	338
466	177
466	654
466	389
466	285
466	537
466	324
466	192
466	115
466	128
466	531
466	382
466	580
466	442
466	165
466	518
466	471
466	564
466	213
466	126
466	134
466	590
466	32
466	182
466	288
466	396
466	306
466	369
466	487
466	641
466	151
466	473
466	88
466	212
466	161
466	575
466	268
466	188
466	607
466	150
466	426
466	624
466	185
466	603
466	68
466	200
466	440
466	124
466	480
466	176
466	292
466	479
466	69
154	182
154	442
154	110
154	44
154	665
154	19
154	574
154	616
154	484
154	25
154	284
154	275
154	650
154	329
154	496
154	361
154	112
154	641
154	390
154	516
154	564
154	100
154	640
154	548
154	285
154	115
154	217
154	646
154	233
154	607
154	239
154	624
154	559
154	416
154	75
154	5
154	256
154	505
154	459
154	70
649	113
649	168
649	460
649	128
649	19
649	239
98	431
98	127
98	18
98	543
98	318
98	654
98	140
98	313
98	284
98	110
98	111
98	294
98	518
98	44
98	235
98	113
98	621
98	640
98	641
98	590
98	562
98	69
98	452
98	154
98	329
98	389
98	665
98	55
98	239
98	162
98	85
98	70
98	292
98	256
98	564
98	15
98	381
98	548
98	516
98	650
98	624
98	382
98	223
98	182
627	105
627	430
627	19
627	525
627	162
627	633
627	15
627	44
627	340
627	647
627	433
627	55
627	343
627	596
627	457
627	580
627	110
627	256
627	36
627	329
627	577
627	664
627	224
627	17
627	355
627	447
627	516
627	574
627	667
627	223
627	34
627	67
627	666
627	648
627	358
627	318
627	502
627	177
627	603
627	235
627	236
627	413
627	73
627	659
627	215
627	121
627	562
627	173
627	295
627	608
627	380
627	312
627	459
627	468
627	496
627	548
627	77
627	615
627	80
627	452
627	30
627	83
627	641
627	509
627	24
627	616
627	90
627	588
627	119
627	92
627	252
627	311
627	298
627	201
627	434
627	383
627	404
627	18
627	199
627	152
627	385
627	242
627	490
627	288
627	95
627	472
627	590
627	544
627	23
627	284
627	388
627	113
627	534
627	112
627	461
627	39
627	195
233	100
233	111
233	294
233	252
233	311
233	551
233	516
233	256
233	459
233	607
233	247
233	283
233	236
233	154
233	505
233	18
233	382
233	537
233	80
233	162
233	361
233	452
233	128
233	641
233	463
233	110
233	543
233	518
233	70
233	564
233	182
233	19
233	329
233	493
233	87
233	88
233	413
233	390
233	616
233	358
233	416
233	575
30	128
30	113
516	18
516	390
516	70
516	55
516	518
516	490
516	318
516	19
516	256
516	361
516	182
516	254
516	110
516	113
516	247
516	95
113	236
113	279
113	126
113	74
113	548
113	282
113	405
113	369
113	607
113	555
113	47
113	249
113	214
113	295
113	247
113	77
113	290
113	188
113	568
113	78
113	50
113	649
113	56
113	650
113	114
113	212
113	535
113	137
113	21
113	7
113	105
113	4
113	487
113	596
113	624
113	396
113	80
113	399
113	150
113	577
113	285
113	430
113	416
113	400
113	134
113	590
113	608
113	82
113	641
113	302
113	144
113	353
113	205
113	73
113	525
113	177
113	385
113	662
113	415
113	151
113	85
113	145
113	110
113	288
113	135
113	130
113	464
113	121
113	602
113	375
113	111
113	588
113	458
113	666
113	292
113	468
113	384
113	654
113	19
113	224
113	243
113	574
113	560
113	253
113	516
113	564
113	294
113	561
113	589
113	108
113	268
113	311
113	390
113	471
113	447
113	313
113	355
113	2
113	164
113	161
113	552
113	39
113	592
113	15
113	157
113	550
113	122
496	564
496	306
496	550
496	548
496	219
496	249
496	605
496	421
496	235
496	508
496	247
496	641
